name (hist_projects),id (hist_projects),project_id,Id (Hist Views),username,action_view,created_at_local,Name (Hist Views),Name (Hist Workbooks),Site,Action,Created At,Number of Records,tz_offset_days
EIS,4,4,1492,5899,Access View,2021-10-28 오후 4:10:19,금주 회의록,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:19,1,0.375
EIS,4,4,1490,5899,Access View,2021-10-28 오후 4:10:21,전주 회의록,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:21,1,0.375
EIS,4,4,1489,5899,Access View,2021-10-28 오후 4:10:22,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:22,1,0.375
EIS,4,4,1490,5899,Access View,2021-10-28 오후 4:10:24,전주 회의록,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:24,1,0.375
EIS,4,4,1489,5899,Access View,2021-10-28 오후 4:10:25,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:25,1,0.375
EIS,4,4,1489,6363,Access View,2021-10-28 오후 4:10:31,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:31,1,0.375
EIS,4,4,1489,5899,Access View,2021-10-28 오후 4:10:34,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:34,1,0.375
EIS,4,4,1495,admin,Access View,2021-10-28 오후 4:10:35,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 7:10:35,1,0.375
EIS,4,4,1490,5899,Access View,2021-10-28 오후 4:10:36,전주 회의록,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:36,1,0.375
EIS,4,4,1492,5899,Access View,2021-10-28 오후 4:10:38,금주 회의록,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:38,1,0.375
EIS,4,4,1490,5899,Access View,2021-10-28 오후 4:10:40,전주 회의록,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:40,1,0.375
EIS,4,4,1489,5899,Access View,2021-10-28 오후 4:10:41,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:41,1,0.375
EIS,4,4,1492,5899,Access View,2021-10-28 오후 4:10:43,금주 회의록,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:43,1,0.375
EIS,4,4,1491,5899,Access View,2021-10-28 오후 4:10:43,금주 논의주제,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:43,1,0.375
EIS,4,4,1490,5899,Access View,2021-10-28 오후 4:10:45,전주 회의록,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:45,1,0.375
EIS,4,4,1489,5899,Access View,2021-10-28 오후 4:10:46,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:10:46,1,0.375
EIS,4,4,1570,admin,Access View,2021-10-28 오후 4:10:47,메인,현장,Default,Access View ,2021-10-28 오전 7:10:47,1,0.375
EIS,4,4,1571,admin,Access View,2021-10-28 오후 4:10:54,소화 상세,현장,Default,Access View ,2021-10-28 오전 7:10:54,1,0.375
EIS,4,4,1489,5899,Access View,2021-10-28 오후 4:11:57,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:11:57,1,0.375
EIS,4,4,1571,admin,Access View,2021-10-28 오후 4:12:25,소화 상세,현장,Default,Access View ,2021-10-28 오전 7:12:25,1,0.375
EIS,4,4,1575,admin,Access View,2021-10-28 오후 4:12:28,소화 상세,현장,Default,Access View ,2021-10-28 오전 7:12:28,1,0.375
EIS,4,4,1575,admin,Access View,2021-10-28 오후 4:12:31,소화 상세,현장,Default,Access View ,2021-10-28 오전 7:12:31,1,0.375
EIS,4,4,1559,6119,Access View,2021-10-28 오후 4:12:33,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 7:12:33,1,0.375
EIS,4,4,1576,admin,Access View,2021-10-28 오후 4:12:42,사업형태별,현장,Default,Access View ,2021-10-28 오전 7:12:42,1,0.375
EIS,4,4,1580,admin,Access View,2021-10-28 오후 4:13:38,사업형태별,현장,Default,Access View ,2021-10-28 오전 7:13:38,1,0.375
EIS,4,4,1490,5899,Access View,2021-10-28 오후 4:13:44,전주 회의록,본부장 회의,Default,Access View ,2021-10-28 오전 7:13:44,1,0.375
EIS,4,4,1492,5899,Access View,2021-10-28 오후 4:13:47,금주 회의록,본부장 회의,Default,Access View ,2021-10-28 오전 7:13:47,1,0.375
EIS,4,4,1489,5899,Access View,2021-10-28 오후 4:13:51,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:13:51,1,0.375
EIS,4,4,1559,6119,Access View,2021-10-28 오후 4:17:07,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 7:17:07,1,0.375
EIS,4,4,1558,6119,Access View,2021-10-28 오후 4:17:50,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 7:17:50,1,0.375
EIS,4,4,1489,6363,Access View,2021-10-28 오후 4:19:19,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:19:19,1,0.375
EIS,4,4,1489,5899,Access View,2021-10-28 오후 4:20:12,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:20:12,1,0.375
EIS,4,4,1489,5899,Access View,2021-10-28 오후 4:20:13,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:20:13,1,0.375
EIS,4,4,1581,6363,Access View,2021-10-28 오후 4:20:18,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:20:18,1,0.375
EIS,4,4,1582,6363,Access View,2021-10-28 오후 4:20:21,설계,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:20:21,1,0.375
EIS,4,4,1583,6363,Access View,2021-10-28 오후 4:20:23,견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:20:23,1,0.375
EIS,4,4,1582,6363,Access View,2021-10-28 오후 4:20:29,설계,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:20:29,1,0.375
EIS,4,4,1582,6363,Access View,2021-10-28 오후 4:20:29,설계,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:20:29,1,0.375
EIS,4,4,1583,6363,Access View,2021-10-28 오후 4:20:33,견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:20:33,1,0.375
EIS,4,4,1582,6363,Access View,2021-10-28 오후 4:21:21,설계,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:21:21,1,0.375
EIS,4,4,1583,6363,Access View,2021-10-28 오후 4:21:40,견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:21:40,1,0.375
EIS,4,4,1584,6363,Access View,2021-10-28 오후 4:22:00,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:22:00,1,0.375
EIS,4,4,1586,6363,Access View,2021-10-28 오후 4:22:02,견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:22:02,1,0.375
EIS,4,4,1584,6363,Access View,2021-10-28 오후 4:22:07,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:22:07,1,0.375
EIS,4,4,1559,5634,Access View,2021-10-28 오후 4:25:34,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 7:25:34,1,0.375
EIS,4,4,1558,5634,Access View,2021-10-28 오후 4:25:34,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 7:25:34,1,0.375
EIS,4,4,1488,5634,Access View,2021-10-28 오후 4:25:55,분양일보,분양 상세 현황,Default,Access View ,2021-10-28 오전 7:25:55,1,0.375
EIS,4,4,1489,5899,Access View,2021-10-28 오후 4:26:15,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:26:15,1,0.375
EIS,4,4,1491,5899,Access View,2021-10-28 오후 4:30:03,금주 논의주제,본부장 회의,Default,Access View ,2021-10-28 오전 7:30:03,1,0.375
EIS,4,4,1558,6119,Access View,2021-10-28 오후 4:31:34,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 7:31:34,1,0.375
EIS,4,4,1587,5634,Access View,2021-10-28 오후 4:37:25,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:37:25,1,0.375
EIS,4,4,1495,admin,Access View,2021-10-28 오후 4:37:59,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 7:37:59,1,0.375
EIS,4,4,1590,5899,Access View,2021-10-28 오후 4:38:10,금주 회의록,본부장 회의,Default,Access View ,2021-10-28 오전 7:38:10,1,0.375
EIS,4,4,1494,admin,Access View,2021-10-28 오후 4:38:45,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 7:38:45,1,0.375
EIS,4,4,1494,5634,Access View,2021-10-28 오후 4:38:59,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 7:38:59,1,0.375
EIS,4,4,1495,5634,Access View,2021-10-28 오후 4:39:19,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 7:39:19,1,0.375
EIS,4,4,1523,5634,Access View,2021-10-28 오후 4:39:52,수주 메인,수주,Default,Access View ,2021-10-28 오전 7:39:52,1,0.375
EIS,4,4,1495,admin,Access View,2021-10-28 오후 4:39:56,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 7:39:56,1,0.375
EIS,4,4,1578,5634,Access View,2021-10-28 오후 4:40:26,메인,현장,Default,Access View ,2021-10-28 오전 7:40:26,1,0.375
EIS,4,4,1493,admin,Access View,2021-10-28 오후 4:41:14,카드,영업 현황,Default,Access View ,2021-10-28 오전 7:41:14,1,0.375
EIS,4,4,1472,admin,Access View,2021-10-28 오후 4:41:25,CS 현황,CS,Default,Access View ,2021-10-28 오전 7:41:25,1,0.375
EIS,4,4,1557,admin,Access View,2021-10-28 오후 4:41:32,카드,HR_인사통계,Default,Access View ,2021-10-28 오전 7:41:32,1,0.375
EIS,4,4,1558,admin,Access View,2021-10-28 오후 4:41:34,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 7:41:34,1,0.375
EIS,4,4,1559,admin,Access View,2021-10-28 오후 4:41:37,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 7:41:37,1,0.375
EIS,4,4,1560,admin,Access View,2021-10-28 오후 4:41:45,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 7:41:45,1,0.375
EIS,4,4,1529,admin,Access View,2021-10-28 오후 4:41:52,카드지표,경영 현황,Default,Access View ,2021-10-28 오전 7:41:52,1,0.375
EIS,4,4,1495,5899,Access View,2021-10-28 오후 4:41:52,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 7:41:52,1,0.375
EIS,4,4,1530,admin,Access View,2021-10-28 오후 4:41:55,카드지표_사업유형별 실적,경영 현황,Default,Access View ,2021-10-28 오전 7:41:55,1,0.375
EIS,4,4,1494,5899,Access View,2021-10-28 오후 4:41:57,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 7:41:57,1,0.375
EIS,4,4,1531,admin,Access View,2021-10-28 오후 4:41:58,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 7:41:58,1,0.375
EIS,4,4,1488,admin,Access View,2021-10-28 오후 4:42:04,분양일보,분양 상세 현황,Default,Access View ,2021-10-28 오전 7:42:04,1,0.375
EIS,4,4,1584,admin,Access View,2021-10-28 오후 4:42:21,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:42:21,1,0.375
EIS,4,4,1396,admin,Access View,2021-10-28 오후 4:42:30,예산변경현황,예산 변경,Default,Access View ,2021-10-28 오전 7:42:30,1,0.375
EIS,4,4,1422,admin,Access View,2021-10-28 오후 4:42:34,카드,재무 현황,Default,Access View ,2021-10-28 오전 7:42:34,1,0.375
EIS,4,4,1495,admin,Access View,2021-10-28 오후 4:42:59,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 7:42:59,1,0.375
EIS,4,4,1494,admin,Access View,2021-10-28 오후 4:43:02,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 7:43:02,1,0.375
EIS,4,4,1494,admin,Access View,2021-10-28 오후 4:44:38,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 7:44:38,1,0.375
EIS,4,4,1495,admin,Access View,2021-10-28 오후 4:44:48,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 7:44:48,1,0.375
EIS,4,4,1463,5899,Access View,2021-10-28 오후 4:44:59,협업플랫폼 현황,협업플랫폼 사용량,Default,Access View ,2021-10-28 오전 7:44:59,1,0.375
EIS,4,4,1578,5947,Access View,2021-10-28 오후 4:45:48,메인,현장,Default,Access View ,2021-10-28 오전 7:45:48,1,0.375
EIS,4,4,1584,5899,Access View,2021-10-28 오후 4:45:06,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:45:06,1,0.375
EIS,4,4,1585,5899,Access View,2021-10-28 오후 4:45:09,설계,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:45:09,1,0.375
EIS,4,4,1586,5899,Access View,2021-10-28 오후 4:45:15,견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 7:45:15,1,0.375
EIS,4,4,1423,5899,Access View,2021-10-28 오후 4:49:16,자금,재무 현황,Default,Access View ,2021-10-28 오전 7:49:16,1,0.375
EIS,4,4,1594,5947,Access View,2021-10-28 오후 4:49:25,사업형태별,현장,Default,Access View ,2021-10-28 오전 7:49:25,1,0.375
EIS,4,4,1495,admin,Access View,2021-10-28 오후 4:49:31,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 7:49:31,1,0.375
EIS,4,4,1593,5947,Access View,2021-10-28 오후 4:49:51,소화 상세,현장,Default,Access View ,2021-10-28 오전 7:49:51,1,0.375
EIS,4,4,1423,5899,Access View,2021-10-28 오후 4:51:01,자금,재무 현황,Default,Access View ,2021-10-28 오전 7:51:01,1,0.375
EIS,4,4,1494,5899,Access View,2021-10-28 오후 4:53:00,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 7:53:00,1,0.375
EIS,4,4,1531,5899,Access View,2021-10-28 오후 4:53:05,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 7:53:05,1,0.375
EIS,4,4,1592,5899,Access View,2021-10-28 오후 4:53:13,메인,현장,Default,Access View ,2021-10-28 오전 7:53:13,1,0.375
EIS,4,4,1423,5899,Access View,2021-10-28 오후 4:53:16,자금,재무 현황,Default,Access View ,2021-10-28 오전 7:53:16,1,0.375
EIS,4,4,1531,admin,Access View,2021-10-28 오후 4:55:32,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 7:55:32,1,0.375
EIS,4,4,1594,5947,Access View,2021-10-28 오후 4:56:52,사업형태별,현장,Default,Access View ,2021-10-28 오전 7:56:52,1,0.375
EIS,4,4,1396,5947,Access View,2021-10-28 오후 4:56:58,예산변경현황,예산 변경,Default,Access View ,2021-10-28 오전 7:56:58,1,0.375
EIS,4,4,1472,5947,Access View,2021-10-28 오후 4:57:00,CS 현황,CS,Default,Access View ,2021-10-28 오전 7:57:00,1,0.375
EIS,4,4,1596,5947,Access View,2021-10-28 오후 4:57:04,메인,현장,Default,Access View ,2021-10-28 오전 7:57:04,1,0.375
EIS,4,4,1587,5899,Access View,2021-10-28 오후 4:58:50,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 7:58:50,1,0.375
EIS,4,4,1531,5947,Access View,2021-10-28 오후 5:01:11,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 8:01:11,1,0.375
EIS,4,4,1587,5899,Access View,2021-10-28 오후 5:01:31,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 8:01:31,1,0.375
EIS,4,4,1587,5899,Access View,2021-10-28 오후 5:01:44,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 8:01:44,1,0.375
EIS,4,4,1587,5899,Access View,2021-10-28 오후 5:01:58,회의자료,본부장 회의,Default,Access View ,2021-10-28 오전 8:01:58,1,0.375
EIS,4,4,1494,admin,Access View,2021-10-28 오후 5:05:23,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 8:05:23,1,0.375
EIS,4,4,1601,admin,Access View,2021-10-28 오후 5:07:42,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:07:42,1,0.375
EIS,4,4,1600,test,Access View,2021-10-28 오후 5:14:38,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 8:14:38,1,0.375
EIS,4,4,1531,0001,Access View,2021-10-28 오후 5:16:50,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 8:16:50,1,0.375
EIS,4,4,1423,0001,Access View,2021-10-28 오후 5:16:52,자금,재무 현황,Default,Access View ,2021-10-28 오전 8:16:52,1,0.375
EIS,4,4,1532,0001,Access View,2021-10-28 오후 5:16:55,재무제표 및 주요 지표,경영 현황,Default,Access View ,2021-10-28 오전 8:16:55,1,0.375
EIS,4,4,1604,0001,Access View,2021-10-28 오후 5:16:59,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 8:16:59,1,0.375
EIS,4,4,1605,0001,Access View,2021-10-28 오후 5:17:04,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 8:17:04,1,0.375
EIS,4,4,1602,test,Access View,2021-10-28 오후 5:17:04,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 8:17:04,1,0.375
EIS,4,4,1488,0001,Access View,2021-10-28 오후 5:17:15,분양일보,분양 상세 현황,Default,Access View ,2021-10-28 오전 8:17:15,1,0.375
EIS,4,4,1523,0001,Access View,2021-10-28 오후 5:17:17,수주 메인,수주,Default,Access View ,2021-10-28 오전 8:17:17,1,0.375
EIS,4,4,1423,0001,Access View,2021-10-28 오후 5:17:32,자금,재무 현황,Default,Access View ,2021-10-28 오전 8:17:32,1,0.375
EIS,4,4,1605,admin,Access View,2021-10-28 오후 5:19:01,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 8:19:01,1,0.375
EIS,4,4,1599,test,Access View,2021-10-28 오후 5:22:10,카드,HR_인사통계,Default,Access View ,2021-10-28 오전 8:22:10,1,0.375
EIS,4,4,1600,test,Access View,2021-10-28 오후 5:22:17,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 8:22:17,1,0.375
EIS,4,4,1605,admin,Access View,2021-10-28 오후 5:24:23,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 8:24:23,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:25:13,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:25:13,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:25:25,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:25:25,1,0.375
EIS,4,4,1531,3684,Access View,2021-10-28 오후 5:26:49,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 8:26:49,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:26:51,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:26:51,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:26:51,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:26:51,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:26:59,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:26:59,1,0.375
EIS,4,4,1600,test,Access View,2021-10-28 오후 5:27:32,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 8:27:32,1,0.375
EIS,4,4,1600,test,Access View,2021-10-28 오후 5:27:44,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 8:27:44,1,0.375
EIS,4,4,1600,test,Access View,2021-10-28 오후 5:28:01,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 8:28:01,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:28:35,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:28:35,1,0.375
EIS,4,4,1599,test,Access View,2021-10-28 오후 5:34:58,카드,HR_인사통계,Default,Access View ,2021-10-28 오전 8:34:58,1,0.375
EIS,4,4,1599,test,Access View,2021-10-28 오후 5:35:02,카드,HR_인사통계,Default,Access View ,2021-10-28 오전 8:35:02,1,0.375
EIS,4,4,1600,test,Access View,2021-10-28 오후 5:35:05,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 8:35:05,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:36:31,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:36:31,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:36:47,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:36:47,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:37:04,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:37:04,1,0.375
EIS,4,4,1608,admin,Access View,2021-10-28 오후 5:37:01,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 8:37:01,1,0.375
EIS,4,4,1602,test,Access View,2021-10-28 오후 5:37:39,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 8:37:39,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:38:25,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:38:25,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:37:18,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:37:18,1,0.375
EIS,4,4,1611,admin,Access View,2021-10-28 오후 5:38:16,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 8:38:16,1,0.375
EIS,4,4,1614,admin,Access View,2021-10-28 오후 5:39:19,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 8:39:19,1,0.375
EIS,4,4,1595,admin,Access View,2021-10-28 오후 5:42:37,카드,현장,Default,Access View ,2021-10-28 오전 8:42:37,1,0.375
EIS,4,4,1596,admin,Access View,2021-10-28 오후 5:43:09,메인,현장,Default,Access View ,2021-10-28 오전 8:43:09,1,0.375
EIS,4,4,1602,test,Access View,2021-10-28 오후 5:44:24,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 8:44:24,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:50:37,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:50:37,1,0.375
EIS,4,4,1600,test,Access View,2021-10-28 오후 5:53:21,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 8:53:21,1,0.375
EIS,4,4,1600,test,Access View,2021-10-28 오후 5:55:48,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 8:55:48,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 5:59:06,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 8:59:06,1,0.375
EIS,4,4,1600,test,Access View,2021-10-28 오후 6:07:35,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 9:07:35,1,0.375
EIS,4,4,1601,test,Access View,2021-10-28 오후 6:09:29,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 9:09:29,1,0.375
EIS,4,4,1601,admin,Access View,2021-10-28 오후 6:10:19,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 9:10:19,1,0.375
EIS,4,4,1600,admin,Access View,2021-10-28 오후 6:10:21,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 9:10:21,1,0.375
EIS,4,4,1613,admin,Access View,2021-10-28 오후 6:13:53,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 9:13:53,1,0.375
EIS,4,4,1617,admin,Access View,2021-10-28 오후 6:14:51,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 9:14:51,1,0.375
EIS,4,4,1621,admin,Access View,2021-10-28 오후 6:17:03,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 9:17:03,1,0.375
EIS,4,4,1622,test,Access View,2021-10-28 오후 6:23:39,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 9:23:39,1,0.375
EIS,4,4,1620,6262,Access View,2021-10-28 오후 6:36:56,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 9:36:56,1,0.375
EIS,4,4,1613,6119,Access View,2021-10-28 오후 6:36:58,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 9:36:58,1,0.375
EIS,4,4,1531,5947,Access View,2021-10-28 오후 6:39:05,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 9:39:05,1,0.375
EIS,4,4,1531,3684,Access View,2021-10-28 오후 6:39:54,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 9:39:54,1,0.375
EIS,4,4,1531,5899,Access View,2021-10-28 오후 6:39:57,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 9:39:57,1,0.375
EIS,4,4,1620,6119,Access View,2021-10-28 오후 6:41:12,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 9:41:12,1,0.375
EIS,4,4,1531,3684,Access View,2021-10-28 오후 6:41:15,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 9:41:15,1,0.375
EIS,4,4,1613,5899,Access View,2021-10-28 오후 6:41:17,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 9:41:17,1,0.375
EIS,4,4,1423,3684,Access View,2021-10-28 오후 6:41:17,자금,재무 현황,Default,Access View ,2021-10-28 오전 9:41:17,1,0.375
EIS,4,4,1532,3684,Access View,2021-10-28 오후 6:41:20,재무제표 및 주요 지표,경영 현황,Default,Access View ,2021-10-28 오전 9:41:20,1,0.375
EIS,4,4,1621,6119,Access View,2021-10-28 오후 6:47:35,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 9:47:35,1,0.375
EIS,4,4,1620,admin,Access View,2021-10-28 오후 6:48:13,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 9:48:13,1,0.375
EIS,4,4,1622,6119,Access View,2021-10-28 오후 6:49:38,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 9:49:38,1,0.375
EIS,4,4,1620,test,Access View,2021-10-28 오후 6:51:48,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 9:51:48,1,0.375
EIS,4,4,1621,6119,Access View,2021-10-28 오후 6:56:50,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 9:56:50,1,0.375
EIS,4,4,1622,6119,Access View,2021-10-28 오후 6:56:53,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 9:56:53,1,0.375
EIS,4,4,1531,6262,Access View,2021-10-28 오후 6:56:54,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 9:56:54,1,0.375
EIS,4,4,1584,6119,Access View,2021-10-28 오후 6:56:56,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 9:56:56,1,0.375
EIS,4,4,1584,6119,Access View,2021-10-28 오후 6:56:59,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 9:56:59,1,0.375
EIS,4,4,1584,6119,Access View,2021-10-28 오후 6:57:01,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 9:57:01,1,0.375
EIS,4,4,1585,6119,Access View,2021-10-28 오후 6:57:05,설계,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 9:57:05,1,0.375
EIS,4,4,1586,6119,Access View,2021-10-28 오후 6:57:07,견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 9:57:07,1,0.375
EIS,4,4,1584,6119,Access View,2021-10-28 오후 6:57:14,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 9:57:14,1,0.375
EIS,4,4,1584,6119,Access View,2021-10-28 오후 6:57:16,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 9:57:16,1,0.375
EIS,4,4,1620,6119,Access View,2021-10-28 오후 6:57:19,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 9:57:19,1,0.375
