name (hist_projects),id (hist_projects),project_id,Id (Hist Views),username,action_view,created_at_local,Name (Hist Views),Name (Hist Workbooks),Site,Action,Created At,Number of Records,tz_offset_days
EIS,4,4,3043,4100435,Access View,2022-02-08 오전 8:46:20,회의자료,경영현안 회의,Default,Access View ,2022-02-07 오후 11:46:20,1,0.375
EIS,4,4,3044,4100435,Access View,2022-02-08 오전 8:46:22,전주 회의록,경영현안 회의,Default,Access View ,2022-02-07 오후 11:46:22,1,0.375
EIS,4,4,3045,4100435,Access View,2022-02-08 오전 8:46:23,이번주 논의주제,경영현안 회의,Default,Access View ,2022-02-07 오후 11:46:23,1,0.375
EIS,4,4,3046,4100435,Access View,2022-02-08 오전 8:46:24,이번주 회의록,경영현안 회의,Default,Access View ,2022-02-07 오후 11:46:24,1,0.375
EIS,4,4,3043,5899,Access View,2022-02-08 오전 8:51:13,회의자료,경영현안 회의,Default,Access View ,2022-02-07 오후 11:51:13,1,0.375
EIS,4,4,2866,6389,Access View,2022-02-08 오전 8:51:15,회의자료,본부장 회의,Default,Access View ,2022-02-07 오후 11:51:15,1,0.375
EIS,4,4,3046,5899,Access View,2022-02-08 오전 8:51:15,이번주 회의록,경영현안 회의,Default,Access View ,2022-02-07 오후 11:51:15,1,0.375
EIS,4,4,3043,5899,Access View,2022-02-08 오전 8:51:17,회의자료,경영현안 회의,Default,Access View ,2022-02-07 오후 11:51:17,1,0.375
EIS,4,4,2867,6389,Access View,2022-02-08 오전 8:51:19,전주 회의록,본부장 회의,Default,Access View ,2022-02-07 오후 11:51:19,1,0.375
EIS,4,4,2866,5899,Access View,2022-02-08 오전 8:51:20,회의자료,본부장 회의,Default,Access View ,2022-02-07 오후 11:51:20,1,0.375
EIS,4,4,2868,6389,Access View,2022-02-08 오전 8:51:22,이번주 논의주제,본부장 회의,Default,Access View ,2022-02-07 오후 11:51:22,1,0.375
EIS,4,4,2869,6389,Access View,2022-02-08 오전 8:51:24,이번주 회의록,본부장 회의,Default,Access View ,2022-02-07 오후 11:51:24,1,0.375
EIS,4,4,3058,5899,Access View,2022-02-08 오전 8:51:28,경쟁사 매출 현황,경쟁사 현황 비교,Default,Access View ,2022-02-07 오후 11:51:28,1,0.375
EIS,4,4,3058,6389,Access View,2022-02-08 오전 8:51:33,경쟁사 매출 현황,경쟁사 현황 비교,Default,Access View ,2022-02-07 오후 11:51:33,1,0.375
EIS,4,4,3059,5899,Access View,2022-02-08 오전 8:51:33,경쟁사 수주 현황,경쟁사 현황 비교,Default,Access View ,2022-02-07 오후 11:51:33,1,0.375
EIS,4,4,3060,5899,Access View,2022-02-08 오전 8:51:34,경쟁사 인력 및 생산성 추이,경쟁사 현황 비교,Default,Access View ,2022-02-07 오후 11:51:34,1,0.375
EIS,4,4,3061,5899,Access View,2022-02-08 오전 8:51:38,경쟁사 인력 현황,경쟁사 현황 비교,Default,Access View ,2022-02-07 오후 11:51:38,1,0.375
EIS,4,4,2633,6337,Access View,2022-02-08 오전 8:53:55,현황(부문),영업 현황,Default,Access View ,2022-02-07 오후 11:53:55,1,0.375
EIS,4,4,3060,6389,Access View,2022-02-08 오전 8:53:58,경쟁사 인력 및 생산성 추이,경쟁사 현황 비교,Default,Access View ,2022-02-07 오후 11:53:58,1,0.375
EIS,4,4,3061,6389,Access View,2022-02-08 오전 8:54:44,경쟁사 인력 현황,경쟁사 현황 비교,Default,Access View ,2022-02-07 오후 11:54:44,1,0.375
EIS,4,4,3062,6389,Access View,2022-02-08 오전 8:55:30,상장사 주요 지표 비교,경쟁사 현황 비교,Default,Access View ,2022-02-07 오후 11:55:30,1,0.375
EIS,4,4,2820,4540,Access View,2022-02-08 오전 8:57:13,메인,현장,Default,Access View ,2022-02-07 오후 11:57:13,1,0.375
EIS,4,4,3043,4540,Access View,2022-02-08 오전 8:57:39,회의자료,경영현안 회의,Default,Access View ,2022-02-07 오후 11:57:39,1,0.375
EIS,4,4,3069,6448,Access View,2022-02-08 오전 8:58:22,연간,HR 현황,Default,Access View ,2022-02-07 오후 11:58:22,1,0.375
EIS,4,4,2866,4540,Access View,2022-02-08 오전 8:58:30,회의자료,본부장 회의,Default,Access View ,2022-02-07 오후 11:58:30,1,0.375
EIS,4,4,3067,6448,Access View,2022-02-08 오전 8:58:51,현황(일반),HR 현황,Default,Access View ,2022-02-07 오후 11:58:51,1,0.375
EIS,4,4,3066,5634,Access View,2022-02-08 오전 8:58:57,현황(경영진),HR 현황,Default,Access View ,2022-02-07 오후 11:58:57,1,0.375
EIS,4,4,3069,6448,Access View,2022-02-08 오전 8:59:36,연간,HR 현황,Default,Access View ,2022-02-07 오후 11:59:36,1,0.375
EIS,4,4,3068,6448,Access View,2022-02-08 오전 8:59:51,월간,HR 현황,Default,Access View ,2022-02-07 오후 11:59:51,1,0.375
EIS,4,4,3067,6448,Access View,2022-02-08 오전 9:09:10,현황(일반),HR 현황,Default,Access View ,2022-02-08 오전 12:09:10,1,0.375
EIS,4,4,3043,4001380,Access View,2022-02-08 오전 9:12:13,회의자료,경영현안 회의,Default,Access View ,2022-02-08 오전 12:12:13,1,0.375
EIS,4,4,3043,1101304,Access View,2022-02-08 오전 9:27:01,회의자료,경영현안 회의,Default,Access View ,2022-02-08 오전 12:27:01,1,0.375
EIS,4,4,2866,6446,Access View,2022-02-08 오전 9:30:58,회의자료,본부장 회의,Default,Access View ,2022-02-08 오전 12:30:58,1,0.375
EIS,4,4,2867,6446,Access View,2022-02-08 오전 9:32:40,전주 회의록,본부장 회의,Default,Access View ,2022-02-08 오전 12:32:40,1,0.375
EIS,4,4,2866,6446,Access View,2022-02-08 오전 9:33:50,회의자료,본부장 회의,Default,Access View ,2022-02-08 오전 12:33:50,1,0.375
EIS,4,4,2820,6446,Access View,2022-02-08 오전 9:35:33,메인,현장,Default,Access View ,2022-02-08 오전 12:35:33,1,0.375
EIS,4,4,2823,6446,Access View,2022-02-08 오전 9:36:08,단계별 진행 현황,현장,Default,Access View ,2022-02-08 오전 12:36:08,1,0.375
EIS,4,4,3066,6363,Access View,2022-02-08 오전 9:36:49,현황(경영진),HR 현황,Default,Access View ,2022-02-08 오전 12:36:49,1,0.375
EIS,4,4,3067,6363,Access View,2022-02-08 오전 9:37:01,현황(일반),HR 현황,Default,Access View ,2022-02-08 오전 12:37:01,1,0.375
EIS,4,4,2519,6446,Access View,2022-02-08 오전 9:37:30,매출/손익,경영 현황,Default,Access View ,2022-02-08 오전 12:37:30,1,0.375
EIS,4,4,2633,6363,Access View,2022-02-08 오전 9:40:23,현황(부문),영업 현황,Default,Access View ,2022-02-08 오전 12:40:23,1,0.375
EIS,4,4,2622,6363,Access View,2022-02-08 오전 9:40:39,분양일보,분양 상세 현황,Default,Access View ,2022-02-08 오전 12:40:39,1,0.375
EIS,4,4,2823,6363,Access View,2022-02-08 오전 9:41:08,단계별 진행 현황,현장,Default,Access View ,2022-02-08 오전 12:41:08,1,0.375
EIS,4,4,2820,6363,Access View,2022-02-08 오전 9:41:15,메인,현장,Default,Access View ,2022-02-08 오전 12:41:15,1,0.375
EIS,4,4,3071,6363,Access View,2022-02-08 오전 10:00:56,메인,현장,Default,Access View ,2022-02-08 오전 1:00:56,1,0.375
EIS,4,4,3071,6363,Access View,2022-02-08 오전 10:00:58,메인,현장,Default,Access View ,2022-02-08 오전 1:00:58,1,0.375
EIS,4,4,2599,6363,Access View,2022-02-08 오전 10:01:57,현황,예산변경,Default,Access View ,2022-02-08 오전 1:01:57,1,0.375
EIS,4,4,3058,6363,Access View,2022-02-08 오전 10:04:10,경쟁사 매출 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 1:04:10,1,0.375
EIS,4,4,3059,6363,Access View,2022-02-08 오전 10:04:56,경쟁사 수주 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 1:04:56,1,0.375
EIS,4,4,3060,6363,Access View,2022-02-08 오전 10:05:03,경쟁사 인력 및 생산성 추이,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 1:05:03,1,0.375
EIS,4,4,3043,6363,Access View,2022-02-08 오전 10:05:08,회의자료,경영현안 회의,Default,Access View ,2022-02-08 오전 1:05:08,1,0.375
EIS,4,4,3064,6363,Access View,2022-02-08 오전 10:05:21,메인,CS,Default,Access View ,2022-02-08 오전 1:05:21,1,0.375
EIS,4,4,2633,6363,Access View,2022-02-08 오전 10:07:26,현황(부문),영업 현황,Default,Access View ,2022-02-08 오전 1:07:26,1,0.375
EIS,4,4,2638,6363,Access View,2022-02-08 오전 10:10:21,수주 메인,수주,Default,Access View ,2022-02-08 오전 1:10:21,1,0.375
EIS,4,4,2519,6363,Access View,2022-02-08 오전 10:10:30,매출/손익,경영 현황,Default,Access View ,2022-02-08 오전 1:10:30,1,0.375
EIS,4,4,2866,5018,Access View,2022-02-08 오전 11:05:33,회의자료,본부장 회의,Default,Access View ,2022-02-08 오전 2:05:33,1,0.375
EIS,4,4,3067,5018,Access View,2022-02-08 오전 11:05:55,현황(일반),HR 현황,Default,Access View ,2022-02-08 오전 2:05:55,1,0.375
EIS,4,4,2633,6469,Access View,2022-02-08 오후 12:48:46,현황(부문),영업 현황,Default,Access View ,2022-02-08 오전 3:48:46,1,0.375
EIS,4,4,2634,6469,Access View,2022-02-08 오후 12:48:51,현황(팀),영업 현황,Default,Access View ,2022-02-08 오전 3:48:51,1,0.375
EIS,4,4,3074,6469,Access View,2022-02-08 오후 12:49:05,단계별 진행 현황,현장,Default,Access View ,2022-02-08 오전 3:49:05,1,0.375
EIS,4,4,3072,6469,Access View,2022-02-08 오후 12:49:06,소화 상세,현장,Default,Access View ,2022-02-08 오전 3:49:06,1,0.375
EIS,4,4,2622,6469,Access View,2022-02-08 오후 12:49:09,분양일보,분양 상세 현황,Default,Access View ,2022-02-08 오전 3:49:09,1,0.375
EIS,4,4,3058,6469,Access View,2022-02-08 오후 12:49:20,경쟁사 매출 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 3:49:20,1,0.375
EIS,4,4,2622,6469,Access View,2022-02-08 오후 12:50:08,분양일보,분양 상세 현황,Default,Access View ,2022-02-08 오전 3:50:08,1,0.375
EIS,4,4,2633,6469,Access View,2022-02-08 오후 12:50:15,현황(부문),영업 현황,Default,Access View ,2022-02-08 오전 3:50:15,1,0.375
EIS,4,4,3067,6469,Access View,2022-02-08 오후 12:50:23,현황(일반),HR 현황,Default,Access View ,2022-02-08 오전 3:50:23,1,0.375
EIS,4,4,2634,5308,Access View,2022-02-08 오후 12:50:35,현황(팀),영업 현황,Default,Access View ,2022-02-08 오전 3:50:35,1,0.375
EIS,4,4,3058,6469,Access View,2022-02-08 오후 12:50:36,경쟁사 매출 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 3:50:36,1,0.375
EIS,4,4,2622,5308,Access View,2022-02-08 오후 12:50:49,분양일보,분양 상세 현황,Default,Access View ,2022-02-08 오전 3:50:49,1,0.375
EIS,4,4,3061,6469,Access View,2022-02-08 오후 12:52:23,경쟁사 인력 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 3:52:23,1,0.375
EIS,4,4,3062,6469,Access View,2022-02-08 오후 12:52:24,상장사 주요 지표 비교,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 3:52:24,1,0.375
EIS,4,4,2622,6469,Access View,2022-02-08 오후 12:52:37,분양일보,분양 상세 현황,Default,Access View ,2022-02-08 오전 3:52:37,1,0.375
EIS,4,4,2520,6469,Access View,2022-02-08 오후 12:52:45,재무제표,경영 현황,Default,Access View ,2022-02-08 오전 3:52:45,1,0.375
EIS,4,4,3038,6469,Access View,2022-02-08 오후 12:52:50,자금,재무 현황,Default,Access View ,2022-02-08 오전 3:52:50,1,0.375
EIS,4,4,2519,6469,Access View,2022-02-08 오후 12:52:53,매출/손익,경영 현황,Default,Access View ,2022-02-08 오전 3:52:53,1,0.375
EIS,4,4,3066,6262,Access View,2022-02-08 오후 1:02:26,현황(경영진),HR 현황,Default,Access View ,2022-02-08 오전 4:02:26,1,0.375
EIS,4,4,3067,6469,Access View,2022-02-08 오후 1:04:07,현황(일반),HR 현황,Default,Access View ,2022-02-08 오전 4:04:07,1,0.375
EIS,4,4,3067,6469,Access View,2022-02-08 오후 1:06:12,현황(일반),HR 현황,Default,Access View ,2022-02-08 오전 4:06:12,1,0.375
EIS,4,4,3059,6469,Access View,2022-02-08 오후 1:07:24,경쟁사 수주 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 4:07:24,1,0.375
EIS,4,4,3060,6469,Access View,2022-02-08 오후 1:07:27,경쟁사 인력 및 생산성 추이,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 4:07:27,1,0.375
EIS,4,4,3061,6469,Access View,2022-02-08 오후 1:07:28,경쟁사 인력 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 4:07:28,1,0.375
EIS,4,4,3067,6442,Access View,2022-02-08 오후 1:25:37,현황(일반),HR 현황,Default,Access View ,2022-02-08 오전 4:25:37,1,0.375
EIS,4,4,3066,6331,Access View,2022-02-08 오후 1:52:01,현황(경영진),HR 현황,Default,Access View ,2022-02-08 오전 4:52:01,1,0.375
EIS,4,4,3066,6262,Access View,2022-02-08 오후 2:46:30,현황(경영진),HR 현황,Default,Access View ,2022-02-08 오전 5:46:30,1,0.375
EIS,4,4,3038,6448,Access View,2022-02-08 오후 2:51:35,자금,재무 현황,Default,Access View ,2022-02-08 오전 5:51:35,1,0.375
EIS,4,4,2519,6448,Access View,2022-02-08 오후 2:52:03,매출/손익,경영 현황,Default,Access View ,2022-02-08 오전 5:52:03,1,0.375
EIS,4,4,2520,6448,Access View,2022-02-08 오후 2:52:12,재무제표,경영 현황,Default,Access View ,2022-02-08 오전 5:52:12,1,0.375
EIS,4,4,3038,6448,Access View,2022-02-08 오후 2:52:22,자금,재무 현황,Default,Access View ,2022-02-08 오전 5:52:22,1,0.375
EIS,4,4,3043,4826,Access View,2022-02-08 오후 2:54:41,회의자료,경영현안 회의,Default,Access View ,2022-02-08 오전 5:54:41,1,0.375
EIS,4,4,2866,3767,Access View,2022-02-08 오후 2:55:24,회의자료,본부장 회의,Default,Access View ,2022-02-08 오전 5:55:24,1,0.375
EIS,4,4,2869,3767,Access View,2022-02-08 오후 2:55:26,이번주 회의록,본부장 회의,Default,Access View ,2022-02-08 오전 5:55:26,1,0.375
EIS,4,4,2868,3767,Access View,2022-02-08 오후 2:55:28,이번주 논의주제,본부장 회의,Default,Access View ,2022-02-08 오전 5:55:28,1,0.375
EIS,4,4,2867,3767,Access View,2022-02-08 오후 2:55:29,전주 회의록,본부장 회의,Default,Access View ,2022-02-08 오전 5:55:29,1,0.375
EIS,4,4,2866,3767,Access View,2022-02-08 오후 2:55:30,회의자료,본부장 회의,Default,Access View ,2022-02-08 오전 5:55:30,1,0.375
EIS,4,4,2867,3767,Access View,2022-02-08 오후 2:55:31,전주 회의록,본부장 회의,Default,Access View ,2022-02-08 오전 5:55:31,1,0.375
EIS,4,4,3074,5947,Access View,2022-02-08 오후 3:01:21,단계별 진행 현황,현장,Default,Access View ,2022-02-08 오전 6:01:21,1,0.375
EIS,4,4,3072,5947,Access View,2022-02-08 오후 3:01:27,소화 상세,현장,Default,Access View ,2022-02-08 오전 6:01:27,1,0.375
EIS,4,4,3073,5947,Access View,2022-02-08 오후 3:01:31,올해 누계,현장,Default,Access View ,2022-02-08 오전 6:01:31,1,0.375
EIS,4,4,2599,5947,Access View,2022-02-08 오후 3:01:32,현황,예산변경,Default,Access View ,2022-02-08 오전 6:01:32,1,0.375
EIS,4,4,2600,5947,Access View,2022-02-08 오후 3:01:34,현장별,예산변경,Default,Access View ,2022-02-08 오전 6:01:34,1,0.375
EIS,4,4,3064,5947,Access View,2022-02-08 오후 3:01:39,메인,CS,Default,Access View ,2022-02-08 오전 6:01:39,1,0.375
EIS,4,4,3071,5947,Access View,2022-02-08 오후 3:01:44,메인,현장,Default,Access View ,2022-02-08 오전 6:01:44,1,0.375
EIS,4,4,3074,5947,Access View,2022-02-08 오후 3:01:49,단계별 진행 현황,현장,Default,Access View ,2022-02-08 오전 6:01:49,1,0.375
EIS,4,4,2520,6363,Access View,2022-02-08 오후 3:26:51,재무제표,경영 현황,Default,Access View ,2022-02-08 오전 6:26:51,1,0.375
EIS,4,4,2638,6363,Access View,2022-02-08 오후 3:27:15,수주 메인,수주,Default,Access View ,2022-02-08 오전 6:27:15,1,0.375
EIS,4,4,3043,6448,Access View,2022-02-08 오후 3:32:15,회의자료,경영현안 회의,Default,Access View ,2022-02-08 오전 6:32:15,1,0.375
EIS,4,4,3044,6448,Access View,2022-02-08 오후 3:40:47,전주 회의록,경영현안 회의,Default,Access View ,2022-02-08 오전 6:40:47,1,0.375
EIS,4,4,3046,6448,Access View,2022-02-08 오후 3:40:49,이번주 회의록,경영현안 회의,Default,Access View ,2022-02-08 오전 6:40:49,1,0.375
EIS,4,4,3043,6448,Access View,2022-02-08 오후 3:40:51,회의자료,경영현안 회의,Default,Access View ,2022-02-08 오전 6:40:51,1,0.375
EIS,4,4,2866,6448,Access View,2022-02-08 오후 3:40:55,회의자료,본부장 회의,Default,Access View ,2022-02-08 오전 6:40:55,1,0.375
EIS,4,4,3043,6448,Access View,2022-02-08 오후 3:41:02,회의자료,경영현안 회의,Default,Access View ,2022-02-08 오전 6:41:02,1,0.375
EIS,4,4,2633,6448,Access View,2022-02-08 오후 3:42:12,현황(부문),영업 현황,Default,Access View ,2022-02-08 오전 6:42:12,1,0.375
EIS,4,4,3038,6448,Access View,2022-02-08 오후 4:21:32,자금,재무 현황,Default,Access View ,2022-02-08 오전 7:21:32,1,0.375
EIS,4,4,3058,5899,Access View,2022-02-08 오후 4:25:48,경쟁사 매출 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 7:25:48,1,0.375
EIS,4,4,3059,5899,Access View,2022-02-08 오후 4:25:56,경쟁사 수주 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 7:25:56,1,0.375
EIS,4,4,3060,5899,Access View,2022-02-08 오후 4:26:06,경쟁사 인력 및 생산성 추이,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 7:26:06,1,0.375
EIS,4,4,3061,5899,Access View,2022-02-08 오후 4:26:20,경쟁사 인력 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 7:26:20,1,0.375
EIS,4,4,3062,5899,Access View,2022-02-08 오후 4:27:04,상장사 주요 지표 비교,경쟁사 현황 비교,Default,Access View ,2022-02-08 오전 7:27:04,1,0.375
EIS,4,4,3038,6448,Access View,2022-02-08 오후 4:32:17,자금,재무 현황,Default,Access View ,2022-02-08 오전 7:32:17,1,0.375
EIS,4,4,2519,6448,Access View,2022-02-08 오후 4:33:49,매출/손익,경영 현황,Default,Access View ,2022-02-08 오전 7:33:49,1,0.375
EIS,4,4,3058,6048,Access View,2022-02-08 오후 10:11:19,경쟁사 매출 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오후 1:11:19,1,0.375
EIS,4,4,3059,6048,Access View,2022-02-08 오후 10:11:58,경쟁사 수주 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오후 1:11:58,1,0.375
EIS,4,4,3060,6048,Access View,2022-02-08 오후 10:12:42,경쟁사 인력 및 생산성 추이,경쟁사 현황 비교,Default,Access View ,2022-02-08 오후 1:12:42,1,0.375
EIS,4,4,3061,6048,Access View,2022-02-08 오후 10:12:50,경쟁사 인력 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오후 1:12:50,1,0.375
EIS,4,4,3062,6048,Access View,2022-02-08 오후 10:13:18,상장사 주요 지표 비교,경쟁사 현황 비교,Default,Access View ,2022-02-08 오후 1:13:18,1,0.375
EIS,4,4,2866,6048,Access View,2022-02-08 오후 10:13:49,회의자료,본부장 회의,Default,Access View ,2022-02-08 오후 1:13:49,1,0.375
EIS,4,4,2633,6048,Access View,2022-02-08 오후 10:14:02,현황(부문),영업 현황,Default,Access View ,2022-02-08 오후 1:14:02,1,0.375
EIS,4,4,2622,6048,Access View,2022-02-08 오후 10:14:29,분양일보,분양 상세 현황,Default,Access View ,2022-02-08 오후 1:14:29,1,0.375
EIS,4,4,2634,6048,Access View,2022-02-08 오후 10:14:38,현황(팀),영업 현황,Default,Access View ,2022-02-08 오후 1:14:38,1,0.375
EIS,4,4,3038,6048,Access View,2022-02-08 오후 10:15:24,자금,재무 현황,Default,Access View ,2022-02-08 오후 1:15:24,1,0.375
EIS,4,4,3043,3991,Access View,2022-02-09 오전 7:45:39,회의자료,경영현안 회의,Default,Access View ,2022-02-08 오후 10:45:39,1,0.375
EIS,4,4,2633,4632,Access View,2022-02-09 오전 8:27:44,현황(부문),영업 현황,Default,Access View ,2022-02-08 오후 11:27:44,1,0.375
EIS,4,4,2866,5903,Access View,2022-02-09 오전 8:28:44,회의자료,본부장 회의,Default,Access View ,2022-02-08 오후 11:28:44,1,0.375
EIS,4,4,2869,5903,Access View,2022-02-09 오전 8:29:04,이번주 회의록,본부장 회의,Default,Access View ,2022-02-08 오후 11:29:04,1,0.375
EIS,4,4,2868,5903,Access View,2022-02-09 오전 8:31:51,이번주 논의주제,본부장 회의,Default,Access View ,2022-02-08 오후 11:31:51,1,0.375
EIS,4,4,2869,5903,Access View,2022-02-09 오전 8:31:51,이번주 회의록,본부장 회의,Default,Access View ,2022-02-08 오후 11:31:51,1,0.375
EIS,4,4,2868,5903,Access View,2022-02-09 오전 8:31:53,이번주 논의주제,본부장 회의,Default,Access View ,2022-02-08 오후 11:31:53,1,0.375
EIS,4,4,2866,5919,Access View,2022-02-09 오전 8:31:58,회의자료,본부장 회의,Default,Access View ,2022-02-08 오후 11:31:58,1,0.375
EIS,4,4,2867,5919,Access View,2022-02-09 오전 8:32:06,전주 회의록,본부장 회의,Default,Access View ,2022-02-08 오후 11:32:06,1,0.375
EIS,4,4,3058,5903,Access View,2022-02-09 오전 8:34:43,경쟁사 매출 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오후 11:34:43,1,0.375
EIS,4,4,3059,5903,Access View,2022-02-09 오전 8:37:14,경쟁사 수주 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오후 11:37:14,1,0.375
EIS,4,4,3060,5903,Access View,2022-02-09 오전 8:37:40,경쟁사 인력 및 생산성 추이,경쟁사 현황 비교,Default,Access View ,2022-02-08 오후 11:37:40,1,0.375
EIS,4,4,2866,5919,Access View,2022-02-09 오전 8:37:56,회의자료,본부장 회의,Default,Access View ,2022-02-08 오후 11:37:56,1,0.375
EIS,4,4,3061,5903,Access View,2022-02-09 오전 8:39:30,경쟁사 인력 현황,경쟁사 현황 비교,Default,Access View ,2022-02-08 오후 11:39:30,1,0.375
EIS,4,4,3062,5903,Access View,2022-02-09 오전 8:39:50,상장사 주요 지표 비교,경쟁사 현황 비교,Default,Access View ,2022-02-08 오후 11:39:50,1,0.375
EIS,4,4,2867,5919,Access View,2022-02-09 오전 8:40:48,전주 회의록,본부장 회의,Default,Access View ,2022-02-08 오후 11:40:48,1,0.375
EIS,4,4,2868,5919,Access View,2022-02-09 오전 8:40:50,이번주 논의주제,본부장 회의,Default,Access View ,2022-02-08 오후 11:40:50,1,0.375
EIS,4,4,2869,5919,Access View,2022-02-09 오전 8:40:53,이번주 회의록,본부장 회의,Default,Access View ,2022-02-08 오후 11:40:53,1,0.375
EIS,4,4,2867,5919,Access View,2022-02-09 오전 8:40:55,전주 회의록,본부장 회의,Default,Access View ,2022-02-08 오후 11:40:55,1,0.375
EIS,4,4,2868,5919,Access View,2022-02-09 오전 8:40:57,이번주 논의주제,본부장 회의,Default,Access View ,2022-02-08 오후 11:40:57,1,0.375
EIS,4,4,2869,5919,Access View,2022-02-09 오전 8:40:59,이번주 회의록,본부장 회의,Default,Access View ,2022-02-08 오후 11:40:59,1,0.375
EIS,4,4,3071,5947,Access View,2022-02-09 오전 8:43:11,메인,현장,Default,Access View ,2022-02-08 오후 11:43:11,1,0.375
EIS,4,4,3074,5947,Access View,2022-02-09 오전 8:44:57,단계별 진행 현황,현장,Default,Access View ,2022-02-08 오후 11:44:57,1,0.375
EIS,4,4,3072,5947,Access View,2022-02-09 오전 8:45:15,소화 상세,현장,Default,Access View ,2022-02-08 오후 11:45:15,1,0.375
EIS,4,4,3071,5947,Access View,2022-02-09 오전 8:45:24,메인,현장,Default,Access View ,2022-02-08 오후 11:45:24,1,0.375
EIS,4,4,3072,5947,Access View,2022-02-09 오전 8:45:29,소화 상세,현장,Default,Access View ,2022-02-08 오후 11:45:29,1,0.375
EIS,4,4,3071,5947,Access View,2022-02-09 오전 8:45:36,메인,현장,Default,Access View ,2022-02-08 오후 11:45:36,1,0.375
EIS,4,4,3072,5947,Access View,2022-02-09 오전 8:45:41,소화 상세,현장,Default,Access View ,2022-02-08 오후 11:45:41,1,0.375
EIS,4,4,3073,5947,Access View,2022-02-09 오전 8:45:50,올해 누계,현장,Default,Access View ,2022-02-08 오후 11:45:50,1,0.375
EIS,4,4,2599,5947,Access View,2022-02-09 오전 8:45:55,현황,예산변경,Default,Access View ,2022-02-08 오후 11:45:55,1,0.375
EIS,4,4,3064,5947,Access View,2022-02-09 오전 8:46:37,메인,CS,Default,Access View ,2022-02-08 오후 11:46:37,1,0.375
EIS,4,4,2600,5947,Access View,2022-02-09 오전 8:46:28,현장별,예산변경,Default,Access View ,2022-02-08 오후 11:46:28,1,0.375
EIS,4,4,3071,5947,Access View,2022-02-09 오전 8:46:50,메인,현장,Default,Access View ,2022-02-08 오후 11:46:50,1,0.375
EIS,4,4,3071,5947,Access View,2022-02-09 오전 8:47:26,메인,현장,Default,Access View ,2022-02-08 오후 11:47:26,1,0.375
EIS,4,4,3071,5947,Access View,2022-02-09 오전 8:47:48,메인,현장,Default,Access View ,2022-02-08 오후 11:47:48,1,0.375
EIS,4,4,2633,6448,Access View,2022-02-09 오전 9:15:28,현황(부문),영업 현황,Default,Access View ,2022-02-09 오전 12:15:28,1,0.375
EIS,4,4,3059,5899,Access View,2022-02-09 오전 9:19:04,경쟁사 수주 현황,경쟁사 현황 비교,Default,Access View ,2022-02-09 오전 12:19:04,1,0.375
EIS,4,4,3067,6385,Access View,2022-02-09 오전 9:21:39,현황(일반),HR 현황,Default,Access View ,2022-02-09 오전 12:21:39,1,0.375
EIS,4,4,3068,6385,Access View,2022-02-09 오전 9:23:09,월간,HR 현황,Default,Access View ,2022-02-09 오전 12:23:09,1,0.375
EIS,4,4,2622,6448,Access View,2022-02-09 오전 9:48:50,분양일보,분양 상세 현황,Default,Access View ,2022-02-09 오전 12:48:50,1,0.375
EIS,4,4,3066,5835,Access View,2022-02-09 오전 9:49:26,현황(경영진),HR 현황,Default,Access View ,2022-02-09 오전 12:49:26,1,0.375
EIS,4,4,3058,5634,Access View,2022-02-09 오전 9:52:51,경쟁사 매출 현황,경쟁사 현황 비교,Default,Access View ,2022-02-09 오전 12:52:51,1,0.375
EIS,4,4,3060,5634,Access View,2022-02-09 오전 9:52:56,경쟁사 인력 및 생산성 추이,경쟁사 현황 비교,Default,Access View ,2022-02-09 오전 12:52:56,1,0.375
EIS,4,4,3061,5634,Access View,2022-02-09 오전 9:53:08,경쟁사 인력 현황,경쟁사 현황 비교,Default,Access View ,2022-02-09 오전 12:53:08,1,0.375
EIS,4,4,3058,5634,Access View,2022-02-09 오전 9:54:02,경쟁사 매출 현황,경쟁사 현황 비교,Default,Access View ,2022-02-09 오전 12:54:02,1,0.375
EIS,4,4,3059,5634,Access View,2022-02-09 오전 9:54:17,경쟁사 수주 현황,경쟁사 현황 비교,Default,Access View ,2022-02-09 오전 12:54:17,1,0.375
